sale_date,sale_time,day_of_week,month,customer_type,customer_city,customer_state,customer_neighborhood,customer_address,customer_zipcode,product_name,product_category,quantity_sold,unit_cost_brl,unit_price_brl,discount_pct,total_revenue_brl,estimated_profit_brl,payment_method,sales_channel,weather_condition,delivery_app_peak,is_weekend,is_holiday_campaign,current_stock_snapshot,supplier_lead_time_days,returned
2025-10-10,18:30,Sexta-feira,Outubro,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 4508",75680-287,Balaclava,Proteção,1,8,34.36,10,34.36,26.36,Pix,WhatsApp,Ensolarado,False,False,False,94,3,False
2025-10-11,17:00,Sábado,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 8840",75686-878,Luva Motoboy,Proteção,1,25,78.12,0,78.12,53.12,Pix,Loja Física,Chuva Leve,False,True,False,45,10,False
2025-10-11,14:15,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 2244",75682-368,Luva Motoboy,Proteção,1,25,77.21,0,77.21,52.21,Pix,Loja Física,Chuva Leve,False,True,False,105,5,False
2025-10-11,08:45,Sábado,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 5966",75683-181,Capa de Chuva,Proteção,1,35,97.35,10,97.35,62.35,Cartão Crédito,WhatsApp,Ensolarado,True,True,False,36,8,False
2025-10-11,14:45,Sábado,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 6009",75688-356,Bag Delivery 45L,Bag Entrega,1,95,176.42,0,176.42,81.42,Pix,WhatsApp,Ensolarado,False,True,False,29,2,False
2025-10-11,15:00,Sábado,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 2660",75684-722,Luva Motoboy,Proteção,1,25,78.35,0,78.35,53.35,Cartão Crédito,Loja Física,Nublado,False,True,False,28,7,False
2025-10-11,09:00,Sábado,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 8619",75683-921,Baú Moto 30L,Bagagem,2,120,261.77,0,523.54,283.54,Cartão Débito,Loja Física,Chuva Leve,False,True,False,82,4,False
2025-10-11,09:00,Sábado,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 464",75683-293,Luva Motoboy,Proteção,1,25,80.47,0,80.47,55.47,Pix,Instagram,Nublado,True,True,False,96,6,False
2025-10-11,10:30,Sábado,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 1883",75689-438,Luva Motoboy,Proteção,1,25,78.95,15,78.95,53.95,Pix,WhatsApp,Ensolarado,False,True,False,88,6,False
2025-10-11,16:00,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 1818",75687-192,Capacete LS2,Capacete,1,380,708.69,0,708.69,328.69,Pix,Marketplace,Nublado,False,True,False,53,6,False
2025-10-11,15:00,Sábado,Outubro,Fiel,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 2755",75689-797,Carregador USB Moto,Acessório,1,15,48.04,5,48.04,33.04,Pix,Loja Física,Ensolarado,False,True,False,109,6,False
2025-10-11,09:45,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 8804",75680-489,Luva Motoboy,Proteção,1,25,81.27,5,81.27,56.27,Pix,Loja Física,Ensolarado,False,True,False,95,9,False
2025-10-11,17:15,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 9037",75687-818,Luva Motoboy,Proteção,1,25,79.59,15,79.59,54.59,Cartão Débito,Loja Física,Ensolarado,False,True,False,57,3,False
2025-10-11,18:00,Sábado,Outubro,Novo,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 3816",75684-510,Bag Delivery 80L,Bag Entrega,1,145,274.26,0,274.26,129.26,Cartão Débito,Loja Física,Nublado,False,True,False,96,5,False
2025-10-12,18:45,Domingo,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 9218",75685-137,Luva Motoboy,Proteção,1,25,80.66,0,80.66,55.66,Pix,Loja Física,Ensolarado,True,True,False,24,7,False
2025-10-12,09:45,Domingo,Outubro,Fiel,Caldas Novas,GO,Jardim Belvedere,"Rua do Balneário, 5078",75680-815,Suporte Celular Moto,Suporte,1,18,57.3,15,57.3,39.3,Pix,Loja Física,Nublado,True,True,False,94,5,False
2025-10-12,09:30,Domingo,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 8543",75687-711,Capa de Chuva,Proteção,1,35,98.91,10,98.91,63.91,Cartão Débito,Loja Física,Ensolarado,False,True,False,95,3,False
2025-10-12,15:30,Domingo,Outubro,Fiel,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 916",75687-358,Baú Moto 30L,Bagagem,1,120,261.42,0,261.42,141.42,Pix,Loja Física,Nublado,False,True,False,99,6,False
2025-10-12,11:30,Domingo,Outubro,Fiel,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 2280",75689-385,Retrovisor Esportivo,Peça,1,35,119.94,0,119.94,84.94,Pix,WhatsApp,Nublado,True,True,False,36,4,False
2025-10-12,12:15,Domingo,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 730",75683-284,Suporte Celular Moto,Suporte,1,18,58.1,0,58.1,40.1,Cartão Débito,Loja Física,Ensolarado,True,True,False,102,7,False
2025-10-12,17:00,Domingo,Outubro,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 9419",75682-395,Suporte Celular Moto,Suporte,3,18,58.01,5,174.03,120.03,Cartão Crédito,Loja Física,Ensolarado,True,True,False,38,8,False
2025-10-12,11:15,Domingo,Outubro,Novo,Caldas Novas,GO,Centro,"Rua do Balneário, 9654",75687-886,Suporte Celular Moto,Suporte,1,18,59.69,0,59.69,41.69,Pix,WhatsApp,Nublado,False,True,False,96,4,False
2025-10-12,13:30,Domingo,Outubro,Novo,Caldas Novas,GO,Portal das Águas,"Av. Bento de Godoy, 4664",75684-850,Luva Motoboy,Proteção,1,25,81.08,0,81.08,56.08,Cartão Crédito,WhatsApp,Ensolarado,False,True,False,47,9,False
2025-10-12,11:15,Domingo,Outubro,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 6103",75687-753,Capa de Chuva,Proteção,1,35,97.54,0,97.54,62.54,Cartão Crédito,Loja Física,Ensolarado,False,True,False,30,5,False
2025-10-13,14:30,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 6206",75687-460,Bag Delivery 45L,Bag Entrega,3,95,174.85,5,524.55,239.55,Pix,Loja Física,Chuva Leve,False,False,False,78,3,False
2025-10-13,11:30,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 6103",75685-117,Bag Delivery 80L,Bag Entrega,1,145,275.5,0,275.5,130.5,Pix,WhatsApp,Nublado,True,False,False,118,2,False
2025-10-13,18:15,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Centro,"Rua do Balneário, 2177",75680-185,Suporte Celular Moto,Suporte,1,18,57.91,15,57.91,39.91,Pix,Instagram,Ensolarado,False,False,False,41,4,False
2025-10-13,16:45,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 22",75687-116,Capacete Pro Tork,Capacete,2,180,331.56,0,663.12,303.12,Dinheiro,WhatsApp,Ensolarado,False,False,False,87,8,False
2025-10-13,16:00,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua do Balneário, 9337",75685-687,Carregador USB Moto,Acessório,1,15,50.34,5,50.34,35.34,Pix,Marketplace,Nublado,True,False,False,86,6,False
2025-10-13,15:30,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 6376",75689-396,Suporte Celular Moto,Suporte,1,18,58.1,5,58.1,40.1,Cartão Débito,Loja Física,Chuva Leve,False,False,False,35,2,False
2025-10-13,13:15,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 3895",75689-807,Bag Delivery 45L,Bag Entrega,3,95,177.89,15,533.67,248.67,Cartão Crédito,Instagram,Ensolarado,True,False,False,29,10,False
2025-10-13,19:45,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 6774",75685-719,Suporte Celular Moto,Suporte,1,18,57.56,10,57.56,39.56,Pix,Loja Física,Nublado,False,False,False,95,9,False
2025-10-13,11:15,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 666",75680-947,Luva Motoboy,Proteção,1,25,78.79,0,78.79,53.79,Cartão Débito,Loja Física,Ensolarado,False,False,False,103,5,False
2025-10-14,13:15,Terça-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Rua do Balneário, 1662",75682-738,Capacete LS2,Capacete,1,380,712.69,5,712.69,332.69,Pix,Instagram,Nublado,True,False,False,83,4,False
2025-10-14,15:15,Terça-feira,Outubro,Novo,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 8720",75682-170,Luva Motoboy,Proteção,2,25,81.23,0,162.46,112.46,Cartão Débito,WhatsApp,Ensolarado,True,False,False,64,3,True
2025-10-14,17:45,Terça-feira,Outubro,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 4622",75682-816,Luva Motoboy,Proteção,2,25,79.07,0,158.14,108.14,Pix,Instagram,Ensolarado,False,False,False,104,8,False
2025-10-14,12:30,Terça-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 9788",75684-242,Luva Motoboy,Proteção,1,25,79.49,0,79.49,54.49,Pix,Loja Física,Chuva Leve,False,False,False,40,9,False
2025-10-14,15:45,Terça-feira,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 3748",75682-896,Balaclava,Proteção,1,8,34.68,0,34.68,26.68,Dinheiro,Loja Física,Ensolarado,False,False,False,58,6,False
2025-10-14,19:15,Terça-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 1214",75686-183,Bag Delivery 45L,Bag Entrega,2,95,184.16,0,368.32,178.32,Pix,Instagram,Chuva Forte,False,False,False,109,8,False
2025-10-14,13:45,Terça-feira,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 8704",75683-512,Bag Delivery 45L,Bag Entrega,1,95,183.16,0,183.16,88.16,Pix,Instagram,Ensolarado,True,False,False,46,10,False
2025-10-15,18:15,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 8689",75686-239,Bag Delivery 45L,Bag Entrega,1,95,175.49,0,175.49,80.49,Dinheiro,Loja Física,Ensolarado,True,False,False,56,4,False
2025-10-15,11:00,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 6407",75685-873,Suporte Celular Moto,Suporte,1,18,60.06,0,60.06,42.06,Pix,WhatsApp,Ensolarado,False,False,False,99,4,False
2025-10-15,11:15,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 4088",75681-545,Bag Delivery 45L,Bag Entrega,1,95,179.45,0,179.45,84.45,Pix,Loja Física,Ensolarado,False,False,False,117,4,False
2025-10-15,09:00,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 7006",75681-250,Luva Motoboy,Proteção,1,25,79.28,0,79.28,54.28,Dinheiro,WhatsApp,Chuva Leve,False,False,False,101,10,False
2025-10-15,14:30,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 3007",75688-263,Bag Delivery 80L,Bag Entrega,1,145,270.03,0,270.03,125.03,Cartão Crédito,WhatsApp,Ensolarado,False,False,False,115,6,False
2025-10-15,12:30,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 679",75680-211,Capa de Chuva,Proteção,1,35,98.28,0,98.28,63.28,Cartão Débito,Loja Física,Ensolarado,False,False,False,39,10,False
2025-10-15,14:30,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 2604",75681-771,Luva Motoboy,Proteção,1,25,81.13,0,81.13,56.13,Pix,Loja Física,Nublado,False,False,False,79,4,False
2025-10-15,10:00,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 4408",75683-305,Luva Motoboy,Proteção,1,25,80.66,0,80.66,55.66,Cartão Crédito,Loja Física,Nublado,False,False,False,111,2,False
2025-10-15,16:30,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 6080",75685-110,Bag Delivery 45L,Bag Entrega,1,95,176.27,10,176.27,81.27,Pix,Loja Física,Ensolarado,True,False,False,34,2,False
2025-10-15,14:45,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 4448",75686-243,Bag Delivery 45L,Bag Entrega,1,95,174.21,0,174.21,79.21,Cartão Crédito,Instagram,Nublado,False,False,False,118,8,False
2025-10-15,15:15,Quarta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 4475",75682-903,Luva Motoboy,Proteção,4,25,80.75,5,323.0,223.0,Cartão Crédito,Loja Física,Ensolarado,True,False,False,87,9,False
2025-10-15,16:30,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 927",75686-752,Baú Moto 30L,Bagagem,2,120,251.33,0,502.66,262.66,Cartão Crédito,WhatsApp,Nublado,False,False,False,103,5,False
2025-10-15,11:15,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 6445",75682-105,Bag Delivery 80L,Bag Entrega,2,145,276.2,0,552.4,262.4,Dinheiro,Loja Física,Ensolarado,False,False,False,22,9,False
2025-10-15,09:45,Quarta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 7143",75680-559,Suporte Celular Moto,Suporte,1,18,57.38,5,57.38,39.38,Pix,Instagram,Ensolarado,False,False,False,21,2,False
2025-10-16,12:00,Quinta-feira,Outubro,Fiel,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 1409",75685-732,Capacete Pro Tork,Capacete,1,180,338.46,0,338.46,158.46,Cartão Crédito,Loja Física,Nublado,False,False,False,38,8,False
2025-10-16,20:00,Quinta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 5659",75680-633,Bag Delivery 45L,Bag Entrega,4,95,176.9,0,707.6,327.6,Cartão Débito,Loja Física,Ensolarado,True,False,False,69,5,False
2025-10-16,14:15,Quinta-feira,Outubro,Fiel,Caldas Novas,GO,Centro,"Rua do Balneário, 3248",75683-486,Capa de Chuva,Proteção,2,35,96.49,0,192.98,122.98,Pix,WhatsApp,Ensolarado,False,False,False,52,5,False
2025-10-16,09:45,Quinta-feira,Outubro,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Av. Bento de Godoy, 6822",75681-909,Capacete Pro Tork,Capacete,1,180,334.6,0,334.6,154.6,Pix,Loja Física,Ensolarado,False,False,False,60,3,False
2025-10-16,12:00,Quinta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 6950",75680-785,Luva Motoboy,Proteção,1,25,80.55,5,80.55,55.55,Pix,Marketplace,Nublado,True,False,False,75,2,False
2025-10-16,16:45,Quinta-feira,Outubro,Fiel,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 7808",75680-519,Bag Delivery 45L,Bag Entrega,2,95,176.48,0,352.96,162.96,Cartão Débito,WhatsApp,Nublado,True,False,False,118,2,False
2025-10-16,15:45,Quinta-feira,Outubro,Recorrente,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 124",75684-806,Bag Delivery 80L,Bag Entrega,1,145,268.21,0,268.21,123.21,Cartão Débito,Loja Física,Ensolarado,True,False,False,27,4,False
2025-10-16,13:00,Quinta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 8233",75680-279,Luva Motoboy,Proteção,4,25,77.3,0,309.2,209.2,Pix,WhatsApp,Ensolarado,False,False,False,38,4,False
2025-10-16,13:00,Quinta-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua São Paulo, 8653",75681-721,Carregador USB Moto,Acessório,1,15,48.96,0,48.96,33.96,Cartão Débito,Loja Física,Nublado,True,False,False,112,8,False
2025-10-16,10:45,Quinta-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 7327",75681-373,Suporte Celular Moto,Suporte,1,18,59.49,0,59.49,41.49,Pix,Marketplace,Nublado,False,False,False,63,10,False
2025-10-16,18:15,Quinta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 1497",75683-804,Capacete Pro Tork,Capacete,1,180,326.84,0,326.84,146.84,Pix,Loja Física,Ensolarado,False,False,False,111,10,False
2025-10-16,16:30,Quinta-feira,Outubro,Fiel,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 2731",75689-323,Suporte Celular Moto,Suporte,1,18,59.57,0,59.57,41.57,Pix,Instagram,Chuva Leve,False,False,False,29,3,False
2025-10-16,08:30,Quinta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua do Balneário, 1290",75682-117,Capacete LS2,Capacete,2,380,704.45,0,1408.9,648.9,Pix,Instagram,Ensolarado,False,False,False,57,5,False
2025-10-16,17:15,Quinta-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 8560",75688-376,Bag Delivery 45L,Bag Entrega,1,95,183.61,0,183.61,88.61,Pix,Loja Física,Nublado,False,False,False,52,10,False
2025-10-16,08:00,Quinta-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 1006",75686-752,Baú Moto 30L,Bagagem,1,120,260.32,5,260.32,140.32,Cartão Débito,Loja Física,Ensolarado,True,False,False,92,4,False
2025-10-17,20:00,Sexta-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 2824",75688-207,Suporte Celular Moto,Suporte,3,18,58.7,5,176.1,122.1,Pix,Loja Física,Chuva Leve,False,False,False,109,2,False
2025-10-17,14:30,Sexta-feira,Outubro,Recorrente,Caldas Novas,GO,Portal das Águas,"Av. Orcalino Santos, 5486",75686-470,Bag Delivery 45L,Bag Entrega,2,95,173.83,10,347.66,157.66,Pix,Marketplace,Nublado,False,False,False,24,4,False
2025-10-17,13:15,Sexta-feira,Outubro,Novo,Caldas Novas,GO,Portal das Águas,"Av. Bento de Godoy, 4254",75683-795,Balaclava,Proteção,1,8,34.91,0,34.91,26.91,Cartão Débito,WhatsApp,Ensolarado,True,False,False,28,10,False
2025-10-17,09:30,Sexta-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Rua do Balneário, 9292",75683-152,Luva Motoboy,Proteção,2,25,79.72,10,159.44,109.44,Cartão Crédito,WhatsApp,Chuva Leve,True,False,False,36,4,False
2025-10-17,14:45,Sexta-feira,Outubro,Recorrente,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 8783",75685-574,Suporte Celular Moto,Suporte,1,18,59.46,0,59.46,41.46,Pix,Instagram,Chuva Leve,False,False,False,39,2,False
2025-10-17,13:45,Sexta-feira,Outubro,Recorrente,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 5438",75687-269,Capacete Pro Tork,Capacete,1,180,327.06,0,327.06,147.06,Pix,Loja Física,Ensolarado,True,False,False,72,7,False
2025-10-18,18:15,Sábado,Outubro,Recorrente,Caldas Novas,GO,Portal das Águas,"Rua São Paulo, 2445",75687-274,Retrovisor Esportivo,Peça,1,35,120.43,0,120.43,85.43,Pix,WhatsApp,Chuva Leve,False,True,False,43,7,False
2025-10-18,08:00,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 2871",75689-982,Suporte Celular Moto,Suporte,1,18,59.58,0,59.58,41.58,Pix,WhatsApp,Ensolarado,True,True,False,74,3,False
2025-10-18,15:00,Sábado,Outubro,Fiel,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 2731",75680-802,Bag Delivery 45L,Bag Entrega,2,95,173.91,0,347.82,157.82,Pix,WhatsApp,Ensolarado,True,True,False,78,7,False
2025-10-18,12:45,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 6847",75686-277,Carregador USB Moto,Acessório,1,15,48.49,5,48.49,33.49,Cartão Crédito,WhatsApp,Ensolarado,True,True,False,43,9,False
2025-10-18,20:00,Sábado,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 5436",75681-811,Bag Delivery 45L,Bag Entrega,1,95,178.77,0,178.77,83.77,Dinheiro,Loja Física,Chuva Leve,False,True,False,77,9,False
2025-10-18,19:30,Sábado,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Av. Bento de Godoy, 5832",75685-558,Capa de Chuva,Proteção,1,35,96.41,0,96.41,61.41,Pix,Loja Física,Ensolarado,True,True,False,36,8,False
2025-10-18,13:45,Sábado,Outubro,Recorrente,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 8585",75689-164,Retrovisor Esportivo,Peça,1,35,116.73,0,116.73,81.73,Pix,Loja Física,Nublado,True,True,False,70,7,False
2025-10-18,18:30,Sábado,Outubro,Recorrente,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 6843",75688-982,Capa de Chuva,Proteção,1,35,96.09,10,96.09,61.09,Cartão Crédito,WhatsApp,Ensolarado,False,True,False,39,7,False
2025-10-18,10:30,Sábado,Outubro,Recorrente,Caldas Novas,GO,Centro,"Rua do Balneário, 3095",75680-633,Baú Moto 30L,Bagagem,1,120,262.48,5,262.48,142.48,Cartão Crédito,WhatsApp,Ensolarado,True,True,False,114,6,False
2025-10-18,10:15,Sábado,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 1912",75684-778,Luva Motoboy,Proteção,5,25,77.14,0,385.7,260.7,Cartão Débito,Loja Física,Chuva Forte,False,True,False,53,2,False
2025-10-18,10:15,Sábado,Outubro,Recorrente,Caldas Novas,GO,Nova Vila,"Av. Bento de Godoy, 9287",75685-937,Baú Moto 30L,Bagagem,1,120,252.75,0,252.75,132.75,Pix,WhatsApp,Chuva Leve,False,True,False,109,9,False
2025-10-18,17:15,Sábado,Outubro,Novo,Caldas Novas,GO,Jardim Belvedere,"Rua São Paulo, 9140",75687-574,Baú Moto 30L,Bagagem,1,120,257.66,0,257.66,137.66,Cartão Débito,Loja Física,Chuva Leve,False,True,False,68,9,False
2025-10-19,10:00,Domingo,Outubro,Fiel,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 7935",75689-904,Luva Motoboy,Proteção,2,25,80.63,0,161.26,111.26,Cartão Crédito,Loja Física,Ensolarado,False,True,False,50,8,False
2025-10-19,18:30,Domingo,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 3170",75681-189,Capa de Chuva,Proteção,4,35,98.33,0,393.32,253.32,Pix,Loja Física,Chuva Forte,False,True,False,56,10,False
2025-10-19,09:15,Domingo,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Av. Orcalino Santos, 6130",75686-179,Suporte Celular Moto,Suporte,3,18,60.77,0,182.31,128.31,Pix,Loja Física,Ensolarado,True,True,False,101,4,False
2025-10-19,14:45,Domingo,Outubro,Fiel,Caldas Novas,GO,Jardim Belvedere,"Av. Orcalino Santos, 7713",75682-394,Bag Delivery 45L,Bag Entrega,1,95,184.06,5,184.06,89.06,Pix,Instagram,Ensolarado,True,True,False,110,3,False
2025-10-19,08:30,Domingo,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 5231",75682-601,Bag Delivery 80L,Bag Entrega,1,145,275.92,0,275.92,130.92,Pix,Loja Física,Nublado,False,True,False,82,7,False
2025-10-19,11:15,Domingo,Outubro,Recorrente,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 938",75686-961,Luva Motoboy,Proteção,1,25,77.02,0,77.02,52.02,Pix,Loja Física,Nublado,False,True,False,101,10,False
2025-10-20,09:00,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Centro,"Rua do Balneário, 441",75687-334,Capacete Pro Tork,Capacete,2,180,337.61,15,675.22,315.22,Pix,WhatsApp,Nublado,False,False,False,108,8,False
2025-10-20,15:00,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Rua do Balneário, 6582",75686-601,Bag Delivery 45L,Bag Entrega,4,95,184.06,0,736.24,356.24,Pix,Loja Física,Ensolarado,False,False,False,68,7,False
2025-10-20,20:15,Segunda-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 2313",75681-931,Bag Delivery 45L,Bag Entrega,5,95,183.41,0,917.05,442.05,Cartão Débito,WhatsApp,Ensolarado,False,False,False,17,8,False
2025-10-20,17:15,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Av. Bento de Godoy, 2377",75686-599,Luva Motoboy,Proteção,1,25,77.83,0,77.83,52.83,Cartão Débito,Instagram,Ensolarado,False,False,False,54,2,False
2025-10-20,19:45,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá II,"Rua São Paulo, 4088",75687-112,Capa de Chuva,Proteção,2,35,96.66,0,193.32,123.32,Pix,WhatsApp,Chuva Leve,False,False,False,82,9,False
2025-10-20,10:45,Segunda-feira,Outubro,Fiel,Caldas Novas,GO,Itanhangá II,"Av. Orcalino Santos, 2390",75685-710,Balaclava,Proteção,1,8,35.23,0,35.23,27.23,Pix,Marketplace,Nublado,False,False,False,28,9,False
2025-10-20,09:30,Segunda-feira,Outubro,Fiel,Caldas Novas,GO,Centro,"Av. Orcalino Santos, 2199",75686-168,Bag Delivery 80L,Bag Entrega,1,145,265.22,15,265.22,120.22,Pix,Loja Física,Ensolarado,True,False,False,110,4,False
2025-10-20,19:15,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Itanhangá I,"Rua São Paulo, 7663",75683-920,Suporte Celular Moto,Suporte,1,18,60.05,0,60.05,42.05,Cartão Débito,WhatsApp,Nublado,False,False,False,39,8,False
2025-10-20,11:30,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Portal das Águas,"Rua do Balneário, 7969",75689-790,Capacete Pro Tork,Capacete,1,180,321.75,0,321.75,141.75,Pix,Marketplace,Ensolarado,False,False,False,108,8,False
2025-10-20,12:45,Segunda-feira,Outubro,Recorrente,Caldas Novas,GO,Centro,"Av. Bento de Godoy, 6299",75684-220,Capacete Pro Tork,Capacete,1,180,336.14,0,336.14,156.14,Cartão Débito,Loja Física,Ensolarado,False,False,False,118,2,False
2025-10-20,19:30,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Itanhangá I,"Av. Orcalino Santos, 9856",75689-153,Capa de Chuva,Proteção,3,35,97.23,0,291.69,186.69,Pix,Loja Física,Chuva Leve,False,False,False,26,2,False
2025-10-20,11:45,Segunda-feira,Outubro,Novo,Caldas Novas,GO,Nova Vila,"Rua do Balneário, 7054",75682-332,Bag Delivery 80L,Bag Entrega,2,145,260.95,0,521.9,231.9,Pix,Marketplace,Chuva Leve,False,False,False,55,5,False
